vehicle_id,timestamp,engine_temperature,battery_voltage,vibration,brake_temperature,speed,mileage,fault_code,maintenance_required
VH003,2026-09-11 16:30:00,87.32,12.18,5.62,86.93,62,43131,F001,No
VH002,2026-09-11 16:35:00,86.56,12.61,7.71,102.99,89,33700,F000,Yes
VH001,2026-09-11 16:40:00,82.45,12.29,7.36,118.56,28,30498,F002,Yes
VH001,2026-09-11 16:45:00,87.67,12.0,3.66,85.73,39,46068,F002,No
VH001,2026-09-11 16:50:00,95.84,12.34,8.76,71.22,38,11596,F000,No
VH003,2026-09-11 16:55:00,83.82,11.66,4.65,89.38,66,10466,F001,No
VH002,2026-09-11 17:00:00,104.78,11.6,7.97,92.66,45,58278,F000,Yes
VH001,2026-09-11 17:05:00,91.24,12.86,6.69,94.66,74,89006,F001,No
VH004,2026-09-11 17:10:00,80.22,12.41,6.94,106.97,88,46488,F002,No
VH004,2026-09-11 17:15:00,108.98,11.62,4.81,117.62,64,65193,F002,Yes
VH004,2026-09-11 17:20:00,82.49,11.54,6.31,89.55,33,71634,F002,No
VH004,2026-09-11 17:25:00,84.07,12.94,3.36,107.83,57,94962,F000,No
VH002,2026-09-11 17:30:00,103.43,11.96,8.42,64.86,85,63540,F001,Yes
VH002,2026-09-11 17:35:00,95.72,12.73,7.4,67.39,34,90161,F001,No
VH004,2026-09-11 17:40:00,90.04,12.51,4.54,99.15,94,69798,F001,No
VH002,2026-09-11 17:45:00,92.75,12.94,4.02,77.11,96,17274,F000,No
VH004,2026-09-11 17:50:00,93.65,12.83,3.95,86.11,35,36255,F002,No
VH002,2026-09-11 17:55:00,102.03,11.62,8.13,115.31,82,92983,F002,Yes
VH003,2026-09-11 18:00:00,89.73,12.93,4.0,107.76,33,13442,F000,No
VH002,2026-09-11 18:05:00,84.19,11.8,2.75,119.98,38,23240,F001,Yes
VH002,2026-09-11 18:10:00,81.35,12.49,4.0,67.42,84,99770,F001,No
VH005,2026-09-11 18:15:00,85.41,12.93,3.77,113.85,25,55059,F001,No
VH005,2026-09-11 18:20:00,87.29,11.99,7.98,95.56,63,16120,F000,Yes
VH002,2026-09-11 18:25:00,99.85,12.98,6.21,72.35,81,68346,F002,No
VH003,2026-09-11 18:30:00,106.46,12.73,6.33,80.6,99,43805,F000,No
VH005,2026-09-11 18:35:00,89.13,11.79,4.89,104.11,33,87917,F000,Yes
VH003,2026-09-11 18:40:00,85.05,12.73,2.11,98.19,64,40817,F002,No
VH002,2026-09-11 18:45:00,84.61,12.94,8.61,90.21,22,64787,F000,No
VH005,2026-09-11 18:50:00,80.13,12.94,1.21,94.54,91,54980,F002,No
VH005,2026-09-11 18:55:00,87.82,12.03,8.54,106.72,50,35616,F002,Yes
VH004,2026-09-11 19:00:00,104.74,11.76,5.14,87.99,78,42226,F000,Yes
VH004,2026-09-11 19:05:00,100.86,12.02,7.8,86.22,70,67092,F000,Yes
VH004,2026-09-11 19:10:00,104.92,11.62,1.36,60.54,91,53507,F001,Yes
VH004,2026-09-11 19:15:00,98.86,11.55,4.83,103.89,50,54784,F001,Yes
VH005,2026-09-11 19:20:00,90.12,12.37,6.1,87.95,66,93381,F002,No
VH005,2026-09-11 19:25:00,93.15,12.71,6.35,75.72,77,57342,F000,No
VH003,2026-09-11 19:30:00,93.43,11.99,1.37,64.61,53,46852,F001,No
VH001,2026-09-11 19:35:00,101.77,12.84,1.99,69.12,49,67220,F000,No
VH005,2026-09-11 19:40:00,94.38,12.6,6.61,81.85,60,16130,F001,No
VH004,2026-09-11 19:45:00,80.46,11.63,5.27,82.51,23,62913,F000,No
VH003,2026-09-11 19:50:00,104.86,12.89,2.99,77.52,33,50471,F001,No
VH002,2026-09-11 19:55:00,101.84,11.61,7.02,64.44,82,55738,F000,Yes
VH004,2026-09-11 20:00:00,93.96,11.78,4.4,98.13,42,74518,F002,No
VH004,2026-09-11 20:05:00,86.37,12.5,7.6,60.17,40,50208,F002,No
VH002,2026-09-11 20:10:00,96.67,12.42,7.1,99.87,53,37051,F002,No
VH002,2026-09-11 20:15:00,103.66,12.92,4.48,101.02,66,34698,F000,Yes
